,Unnamed: 0.1,Unnamed: 0,scene_idx,pic_idx,file,cap0,cap1,cap2,cap3,cap4,cap5,train_cap,CIDEr,informative
447,6450,6450,99,1,Scene99_1.png,The bear is back to scare the boy and the girl.,The girl is going to fall off the slide.,The boys is scared as well.,The girl is on the slide.,The boy sees the bear.,The bear  sees the girl.,vector illustration of happy girl jumping on trampoline on the hill vector art illustration.,0.014184045474744198,1.0
448,6455,6455,99,9,Scene99_9.png,The girl is flying a kite.,The bear is roaring at the girl.,The boy thinks the girl is silly.,The girl is flying the kite.,The boy does not want to watch the girl fly the kite.,The bear is trying to scare the girl.,children playing with kite in the park.,0.38511866857896127,1.0
449,6456,6456,99,0,Scene99_0.png,The bear is got his arms in the air.,The girl has a hat with a propeller on her head.,The cloud is trying too cover up the sun.,The girl is wearing a hat.,A bear is behind the girl.,The boy is scared of the bear.,children and animals in the forest.,0.005697038209951031,1.0
450,6532,6532,841,5,Scene841_5.png,The boy is wearing purple glasses.,The girl is holding her balloons.,The cat is sitting beside of the girl.,The boy is wearing purple sunglasses,The girl holds the baloons,The boy flies a kite,children playing with a kite.,0.20062082529337755,1.0
451,6536,6536,841,0,Scene841_0.png,The girl is holding balloons.,The cat is sitting next to the girl.,The boy is flying a kite.,It is sunny today.,The cat is sitting behind the girl.,The boy is flying a kite.,a cartoon man and woman holding balloons and holding a kite in the background of the sun and clouds.,0.4958125248086864,1.0
452,6538,6538,841,4,Scene841_4.png,The girl is holding balloons.,The boy is flying a kite.,The girl is crying.,The girl is sad that the boy has a kite.,The girl has colorful ballons.,The boy has purple sunglasses on.,playing on the golf course.,0.005872635616997326,1.0
453,6572,6572,234,5,Scene234_5.png,A brown dog is standing by a tent.,A big owl is sitting on a grill.,The big owl watches the dog.,An owl is resting on the barbecue.,A dog walks near the tent.,The tent is orange.,vector flat illustration of a dog and cat sitting in the tent.,0.19818737379323081,1.0
454,6574,6574,234,2,Scene234_2.png,Rain is falling from the cloud.,The dog is by the tent.,The owl is by the campfire.,It is raining and lightning.,The dog and owl sit near the tent.,The owl and dog watch the fire.,cartoon illustration of a couple camping under an umbrella in the rain.,8.211120633875692e-07,1.0
455,6576,6576,234,0,Scene234_0.png,The owl is on top of the tent.,The dog has a frisbee in his mouth.,The sun is in the sky.,The owl is sitting on the tent.,The dog is holding the frisbee.,The dog is standing by the tree.,dogs on the meadow in the evening vector art illustration.,0.022671125533700542,1.0
456,6635,6635,399,9,Scene399_9.png,The boy is eating a hot dog.,The boy and the girl see a rocket.,The boy and the girl are holding hands.,The boy is sitting on the table.,The boy is eating a hot dog.,The girl and the boy are holding hands.,happy children playing with toys in the sandbox.,1.4295912710969504e-06,1.0
457,6636,6636,399,0,Scene399_0.png,A rockets flies away.,The boy is on the table.,The boy has a hotdog.,The boy and the girl like the rocket ship.,The boy is sitting on the picnic table.,There is a hot dog in the boy's hand.,a mother and daughter having fun on the playground.,0.03434523616825876,1.0
458,6637,6637,399,6,Scene399_6.png,The girl likes to stand in the rain.,The boy is sitting on the picnic table.,The cat is enjoying the fire.,The girl is standing in the rain,The boy is sitting on a picnic table,The boy is eating a hot dog,children playing in the rain under an umbrella.,0.30673844276092915,1.0
459,6651,6651,102,7,Scene102_7.png,The girl is sitting on the grass.,The boy is jumping in the air.,The dog is standing by the snake.,The boy is jumping in the air.,The girl is sitting in the grass.,The dog is standing next to the boy.,animation of kids playing with a kite.,0.0,1.0
460,6653,6653,102,8,Scene102_8.png,The boy runs in the park.,The girl is scared of the snake.,The hot air baloon is in the air.,A hot air balloon is in the sky.,The girl is sitting in the grass.,The boy is following the dog.,boy and girl running with kite in the field illustration.,0.03449462815683096,1.0
461,6658,6658,102,4,Scene102_4.png,A green snake slithered by the boy and the girl.,The dog is not afraid of the snake.,The boy and the girl threw their arms up.,The boy is near a dog.,The girl is very sad.,The girl is sitting near a tree.,kids playing in the park vector art illustration.,5.332431384222278e-07,1.0
462,6684,6684,59,2,Scene59_2.png,The boy is angry because the ball is in the tree.,The girl threw the ball in the tree.,The kids are playing near the slide.,The boy is mad because he wants the ball.,The ball is in the tree.,There is a plane in the sky.,family flying a plane at the airport.,0.16385518949321332,1.0
463,6686,6686,59,0,Scene59_0.png,The boy is dressed as a pirate.,The girl is pretending to be a wizard.,The boy and the girl are playing ball together.,The boy and the girl are wearing hats.,The boy and the girl are playing ball.,The tree has apples on it.,children in a green grassy field.,0.0005636016045737946,1.0
464,6688,6688,59,4,Scene59_4.png,The boy is jumping to catch the ball.,The girl is running at the boy.,The sky is very clear.,The girl is in fron of a tree,The boy is in front of the girl,The girl throws the baseball to the boy,boy playing video games in the park.,0.013002889176697978,1.0
465,6720,6720,92,1,Scene92_1.png,The boy is eating a hotdog and soda.,There is a soda cup on the picnic table.,The hotdog has mustard on it.,There is a cloud behind the tree.,The boy is standing sadly at the picnic table.,There is a soda on the picnic table.,a child playing with wooden blocks on the playground.,0.018812388654237948,1.0
466,6725,6725,92,9,Scene92_9.png,The boy is holding a hotdog.,There is a drink on the table.,The cat is by the table.,The boy is holding hot-dog.,A cat is near a table.,The boy is sittingg in the grass.,little girl playing with dog in the park.,0.016123898084549955,1.0
467,6728,6728,92,4,Scene92_4.png,The boy is holding a hotdog.,The boy has a ski cap on.,The boy is standing near the sandbox.,The boy is wearing a hat.,The boy has a hot dog.,The boy looks scared of something.,boy with shovel digging a hole in the ground.,0.0034408548320637097,1.0
468,6735,6735,921,9,Scene921_9.png,The boy is kicking the ball.,The girl is jumping in the air.,The cat is watching the boy play.,The boy is kicking the ball.,The cat sees the boy.,The girl sees the ball.,a boy playing football on the football field with his family.,0.000358637858022734,1.0
469,6737,6737,921,6,Scene921_6.png,The girl is wearing a pirate hat and the boy has on a crown,The boy and the girl are playing soccer,The boy and the girl do not see the snake crawl by,The girl was playing with the soccer ball.,The boy was wearing his crown.,The green snake got in the way of the girl and the boy's soccer game.,playing soccer in the park.,0.2990551240656907,0.0
470,6738,6738,921,4,Scene921_4.png,The boy and the girl are playing with a beach ball.,An owl is in the tree.,The boy and the girl are running.,The owl is watching the girl and the boy,The sun is shining brightly.,The boy and the girl are playing with the ball.,children running in the park illustration.,0.08135607324904244,1.0
471,6760,6760,212,1,Scene212_1.png,The girl kicked the beach ball.,The boy tried to catch the beach ball.,The dog smiled at the helicopter as it landed.,The girl is wearing a witch hat.,The boy dropped the ball.,The dog wants to play with the girl.,a boy flying kite with his family.,0.0407678303325968,0.0
472,6765,6765,212,9,Scene212_9.png,The boy is happy to play in the sandbox.,The girl is kicking the boy.,There is a cloud in the sky.,The girl is very angry.,The boy is very happy.,The girl is near a sand-box.,boy and girl flying in a plane.,0.021392876304746053,1.0
473,6769,6769,212,3,Scene212_3.png,The girl is holding a bat and glove.,A helicopter is in the sky.,An owl is in the tree.,The boy and the girl are angry at the helicopter.,There is an owl in the tree.,The boy and the girl were playing baseball.,children playing in the park.,0.06608640593088011,0.0
474,6811,6811,138,7,Scene138_7.png,The boy has ketchup.,The bear has mustard.,The ball is in the sand.,The bear has the mustard.,The boy has a bottle of ketchup.,The girl is playing in the sandbox.,children playing in the forest vector art illustration.,0.17243351793626638,0.0
475,6814,6814,138,2,Scene138_2.png,A bear found mustard.,The girl is surprised to see the bear.,The boy is waving to the bear.,The bear is holding the mustard,There's a baloon behind the boy,The girl is beside the fire,kids jumping with fire in the park vector art illustration.,0.06630759600564182,1.0
476,6816,6816,138,0,Scene138_0.png,The kids are happy to see the bear.,The bear is holding a hotdog.,The bear is holding the mustard.,The bear has a hot dog.,The bear has a bottle of mustard.,The boy and the girl are happy with the bear.,a cartoon man and a bear on the grass.,0.25677444618423984,1.0
477,6920,6920,584,1,Scene584_1.png,The girl is happy to have mustard,The boy is not happy with the pizza.,The boy and the girl eat pizza while camping.,The boy brings a pizza to share.,The girl wears a colorful cap.,The boy and the girl share a tent.,children riding in a tent.,0.13187822316892436,1.0
478,6924,6924,584,2,Scene584_2.png,The boy is carrying a pizza.,The girl has a bottle of mustard.,The boy is running past a tree.,The boy is holding a pizza.,The girl is holding the mustard.,The girl is sitting in the grass.,girl and boy running in the park illustration.,0.05132711549048509,1.0
479,6927,6927,584,6,Scene584_6.png,The boy is kicking a pizza.,The girl is throwing mustard.,The girl is sitting on the ground.,The girl is holding the mustard,The boy is holding a pizza,There's a baloon above the girl,boy and girl playing with a kite in the park vector art illustration.,0.00183536304118949,0.0
480,6972,6972,175,5,Scene175_5.png,The girl is kicking a soccer ball to the boy.,Rain is falling from the cloud.,The boy is jumping by the tree.,The girl kicked the soccer ball.,The boy is standing in front of the tree.,Rain drops are falling from the cloud.,boy and girl playing football in the park.,0.009831700067448825,0.0
481,6973,6973,175,8,Scene175_8.png,The boy and the girl are playing soccer.,It is raining today.,They are playing near the swing set.,It is starting to rain.,The girl and the boy are kicking the ball.,The girl is near the swing set.,children playing soccer in the park illustration.,0.20188604585160888,1.0
482,6978,6978,175,4,Scene175_4.png,The girl is wearing a sunglasses.,The boy is wearing a blue cap.,The boy and the girl are playing soccer in the rain.,The girl is wearing sunglasses.,The boy is wearing a baseball cap.,The boy and the girl are playing soccer.,kids playing football on the green grass.,0.07480274465790078,1.0
